name,title,dataset_id,backends,tags,metrics,subsets,description
terminal_bench_v2,Terminal-Bench-2.0,https://github.com/laude-institute/terminal-bench-2.git,EvalScope,Coding,acc,default,"Terminal-Bench v2 is a command-line benchmark suite that evaluates AI agents on 89 real-world, multi-step terminal tasks—ranging from compiling and debugging to system administration—within isolated containers; each task is rigorously validated and auto-scored 0/1, pushing frontier models to prove they can act, not just answer. Require `Python>=3.12` and need to run `pip install harbor==0.1.28` before evaluating. [Usage Example](https://evalscope.readthedocs.io/en/latest/third_party/terminal_bench.html)"
tifa160,TIFA-160,AI-ModelScope/T2V-Eval-Prompts,EvalScope,TextToImage,PickScore,TIFA-160,TIFA-160 Text-to-Image Benchmark
tnews,,./data/FewCLUE/tnews/dev_few_all.json,OpenCompass,,,,
tool_bench,ToolBench-Static,AI-ModelScope/ToolBench-Static,EvalScope,Reasoning|FunctionCalling,Act.EM|Plan.EM|F1|HalluRate|Rouge-L,in_domain|out_of_domain,"ToolBench is a benchmark for evaluating AI models on tool use tasks. It includes various subsets such as in-domain and out-of-domain, each with its own set of problems that require step-by-step reasoning to arrive at the correct answer. [Usage Example](https://evalscope.readthedocs.io/en/latest/third_party/toolbench.html)"
torgo,TORGO,extraordinarylab/torgo,EvalScope,Audio|SpeechRecognition,cer|wer|sem_score,mild|moderate|severe,The TORGO database of dysarthric articulation consists of aligned acoustics and measured 3D articulatory features from speakers with either cerebral palsy (CP) or amyotrophic lateral sclerosis (ALS).
trivia_qa,TriviaQA,evalscope/trivia_qa,EvalScope,QA|ReadingComprehension,acc,rc.wikipedia,"TriviaQA is a large-scale reading comprehension dataset consisting of question-answer pairs collected from trivia websites. It includes questions with multiple possible answers, making it suitable for evaluating the ability of models to understand and generate answers based on context."
triviaqa,,opencompass/trivia_qa,OpenCompass,,,,
truthful_qa,TruthfulQA,evalscope/truthful_qa,EvalScope,Knowledge,multi_choice_acc,multiple_choice,"TruthfulQA is a benchmark designed to evaluate the ability of AI models to answer questions truthfully and accurately. It includes multiple-choice tasks, focusing on the model's understanding of factual information."
tweebank_ner,TweeBankNER,extraordinarylab/tweebank-ner,EvalScope,Knowledge|NER,precision|recall|f1_score|accuracy,default,"Tweebank-NER is an English Twitter corpus created by annotating the syntactically-parsed Tweebank V2 with four types of named entities: Person, Organization, Location, and Miscellaneous."
tweet_ner_7,TweetNER7,extraordinarylab/tweet-ner-7,EvalScope,Knowledge|NER,precision|recall|f1_score|accuracy,default,"TweetNER7 is a large-scale NER dataset featuring over 11,000 tweets from 2019-2021, annotated with seven entity types to facilitate the study of short-term temporal shifts in social media language."
visulogic,VisuLogic,evalscope/VisuLogic,EvalScope,Math|Reasoning|MCQ|MultiModal,acc,Quantitative Reasoning|Other|Positional Reasoning|Stylistic Reasoning|Spatial Reasoning|Attribute Reasoning,"VisuLogic is a benchmark aimed at evaluating the visual reasoning capabilities of Multi-modal Large Language Models (MLLMs), independent of textual reasoning processes. It features carefully constructed visual reasoning tasks spanning multiple categories, divided into six types based on required reasoning skills (e.g., Quantitative Reasoning, which involves understanding and deducing changes in the quantity of elements in images). Unlike existing benchmarks, VisuLogic is a challenging visual reasoning benchmark that is inherently difficult to articulate using language, providing a more rigorous evaluation of the visual reasoning capabilities of MLLMs."
vstar_bench,V*Bench,lmms-lab/vstar-bench,EvalScope,MCQ|MultiModal|Grounding,acc,default,"V*Bench is a benchmark designed for evaluating visual search capabilities within multimodal reasoning systems. It focuses on the ability to actively locate and identify specific visual information in high-resolution images, which is crucial for tasks requiring fine-grained visual understanding. This benchmark helps assess how well models can perform targeted visual queries, often guided by natural language instructions, to find and reason about specific elements in complex visual scenes ."
winogrande,Winogrande,AI-ModelScope/winogrande_val,EvalScope|OpenCompass,Reasoning|MCQ,acc,default,"Winogrande is a benchmark for evaluating AI models on commonsense reasoning tasks, specifically designed to test the ability to resolve ambiguous pronouns in sentences."
wmt24pp,WMT2024++,extraordinarylab/wmt24pp,EvalScope,MultiLingual|MachineTranslation,bleu|bert_score|comet,en-ar_eg|en-ar_sa|en-bg_bg|en-bn_in|en-ca_es|en-cs_cz|en-da_dk|en-de_de|en-el_gr|en-es_mx|en-et_ee|en-fa_ir|en-fi_fi|en-fil_ph|en-fr_ca|en-fr_fr|en-gu_in|en-he_il|en-hi_in|en-hr_hr|en-hu_hu|en-id_id|en-is_is|en-it_it|en-ja_jp|en-kn_in|en-ko_kr|en-lt_lt|en-lv_lv|en-ml_in|en-mr_in|en-nl_nl|en-no_no|en-pa_in|en-pl_pl|en-pt_br|en-pt_pt|en-ro_ro|en-ru_ru|en-sk_sk|en-sl_si|en-sr_rs|en-sv_se|en-sw_ke|en-sw_tz|en-ta_in|en-te_in|en-th_th|en-tr_tr|en-uk_ua|en-ur_pk|en-vi_vn|en-zh_cn|en-zh_tw|en-zu_za,WMT2024 news translation benchmark supporting multiple language pairs. Each subset represents a specific translation direction
wnut2017,WNUT2017,extraordinarylab/wnut2017,EvalScope,Knowledge|NER,precision|recall|f1_score|accuracy,default,"The WNUT2017 dataset is a collection of user-generated text from various social media platforms, like Twitter and YouTube, specifically designed for a named-entity recognition task."
zebralogicbench,ZebraLogicBench,allenai/ZebraLogicBench-private,EvalScope,Reasoning,puzzle_acc|cell_acc|easy_puzzle_acc|hard_puzzle_acc|small_puzzle_acc|medium_puzzle_acc|large_puzzle_acc|xl_puzzle_acc|avg_reason_lens|no_answer_num,grid_mode,"ZebraLogic, a comprehensive evaluation framework for assessing LLM reasoning performance on logic grid puzzles derived from constraint satisfaction problems (CSPs)."
zerobench,ZeroBench,evalscope/zerobench,EvalScope,Knowledge|QA|MultiModal,acc,default,"ZeroBench is a challenging visual reasoning benchmark for Large Multimodal Models (LMMs). It consists of a main set of 100 high-quality, manually curated questions covering numerous domains, reasoning types and image type. Questions in ZeroBench have been designed and calibrated to be beyond the capabilities of current frontier models. As such, none of the evaluated models achieves a non-zero pass@1 (with greedy decoding) or 5/5 reliability score."
